StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.2_1,Q2.4_First Click,Q2.4_Last Click,Q2.4_Page Submit,Q2.4_Click Count,Q2.3_1,Q2.6_First Click,Q2.6_Last Click,Q2.6_Page Submit,Q2.6_Click Count,Q2.5_1,Q2.8_First Click,Q2.8_Last Click,Q2.8_Page Submit,Q2.8_Click Count,Q2.7_1,Q3.2_First Click,Q3.2_Last Click,Q3.2_Page Submit,Q3.2_Click Count,Q3.1_1,Q3.4_First Click,Q3.4_Last Click,Q3.4_Page Submit,Q3.4_Click Count,Q3.3_1,Q3.6_First Click,Q3.6_Last Click,Q3.6_Page Submit,Q3.6_Click Count,Q3.5_1,Q3.8_First Click,Q3.8_Last Click,Q3.8_Page Submit,Q3.8_Click Count,Q3.7_1,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q4.8,Q4.9,Q4.10,Q4.11,Q4.12,Q4.13,Q4.14,Q4.15,Q4.16,mTurkCode,Q6 - Topics
2018-04-09 05:09:08,2018-04-09 05:14:37,IP Address,24.20.0.193,100,328,True,2018-04-09 05:14:37,R_3iOSORjmIjglLwO,,,,,44.057998657227,-123.00630187988,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,39.245,100.277,102.575,3,85,14.703,34.357,42.316,3,70,4.484,44.117,45.145,3,65,5.066,30.066,46.706,3,75,Male,45 - 54,4 year degree,Employed full time,Married,97401,Urban,Yes,Right/Republican,White,"$10,000 - $19,999",No,Daily,Daily,Daily,Self/Spouse,5362543,
2018-04-09 05:08:41,2018-04-09 05:14:44,IP Address,76.182.79.182,100,363,True,2018-04-09 05:14:45,R_2y3YJN2WJ4Fgadl,,,,,35.746307373047,-78.723899841309,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,16.304,16.304,70.944,1,71,21.739,23.004,75.288,2,25,12.89,14.009,54.526,3,41,9.684,21.688,80.424,3,93,Female,25 - 34,Doctorate,Employed full time,Never married,27606,Urban,Yes,Left/Democrat,White,"$70,000 - $79,999",No,Daily,Daily,Daily,Self/Spouse,9781459,
2018-04-09 05:10:54,2018-04-09 05:14:50,IP Address,204.89.32.4,100,235,True,2018-04-09 05:14:50,R_3oZOq0yLkQy4thJ,,,,,40.054794311523,-75.408302307129,anonymous,EN,Yes,37.661,42.725,43.832,3,30,42.82,43.479,44.36,2,34,24.04,53.111,53.882,3,44,1.365,27.425,43.015,3,64,,,,,,,,,,,,,,,,,,,,,Male,35 - 44,4 year degree,Employed full time,Married,08005,Suburban,Yes,Middle/Independent,White,"$50,000 - $59,999",No,Weekly,Daily,Daily,Self/Spouse,1404964,
2018-04-09 05:11:09,2018-04-09 05:15:02,IP Address,68.47.59.177,100,233,True,2018-04-09 05:15:03,R_31Lb9NI2E14cDwL,,,,,44.878402709961,-93.279296875,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,29.174,29.174,43.18,1,78,30.641,30.641,41.466,1,51,30.69,30.69,41.783,1,90,35.513,35.513,41.495,1,57,Male,35 - 44,4 year degree,Employed full time,Married,55423,Urban,Yes,Right/Republican,White,"$70,000 - $79,999",No,Daily,Daily,Daily,Self/Spouse,8708320,
2018-04-09 05:10:15,2018-04-09 05:15:12,IP Address,74.204.80.202,100,297,True,2018-04-09 05:15:13,R_22LYqGUU1OhKw4r,,,,,43.344497680664,-85.850402832031,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,96.396,97.848,99.603,2,72,26.766,39.146,41.763,3,51,34.255,34.255,41.257,1,25,25.75,25.75,41.266,1,70,Female,25 - 34,2 year degree,Employed full time,Married,49327,Rural,Yes,Right/Republican,White,"$30,000 - $39,999",Yes,Daily,Daily,Daily,Self/Spouse,4403549,
2018-04-09 05:09:18,2018-04-09 05:15:12,IP Address,216.49.19.156,100,354,True,2018-04-09 05:15:13,R_dimUzi1h0XFXUI1,,,,,40.939498901367,-75.969497680664,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,25.87,25.87,46.221,1,90,26.836,26.836,46.498,1,20,28.148,28.148,43.789,1,62,19.614,19.614,44.141,1,60,Male,65 - 74,2 year degree,Retired,Married,18224,Suburban,Yes,Right/Republican,White,"$30,000 - $39,999",Yes,Weekly,Daily,I am currently not working,Self/Spouse,1471307,
2018-04-09 05:06:31,2018-04-09 05:15:53,IP Address,107.173.176.164,100,561,True,2018-04-09 05:15:53,R_1MWYzNJpeEF2yYL,,,,,42.986404418945,-78.727897644043,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,3.875,3.875,41.836,1,92,18.806,290.283,292.004,2,92,4.817,4.817,59.894,1,92,9.035,13.067,42.566,2,91,Male,25 - 34,4 year degree,Employed full time,Never married,90016,Suburban,Yes,Right/Republican,Black or African American,"$30,000 - $39,999",No,Weekly,Daily,Weekly,Self/Spouse,901316,
2018-04-09 05:08:26,2018-04-09 05:16:09,IP Address,67.11.111.69,100,462,True,2018-04-09 05:16:09,R_1dLZz1jpsrHUnNP,,,,,29.65690612793,-98.510696411133,anonymous,EN,Yes,5.926,51.837,57.018,2,100,66.803,74.412,81.061,2,40,8.184,87.823,89.957,4,81,3.922,78.404,80.729,3,75,,,,,,,,,,,,,,,,,,,,,Male,55 - 64,Professional degree,Employed full time,Divorced,78260,Suburban,Yes,Right/Republican,White,"More than $150,000",Yes,Daily,Daily,Daily,Self/Spouse,2608790,
2018-04-09 05:09:24,2018-04-09 05:16:20,IP Address,75.188.194.43,100,415,True,2018-04-09 05:16:20,R_2BndUromD2BrJQw,,,,,39.954803466797,-82.769302368164,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,2.285,29.755,87.551,5,70,5.823,17.195,104.879,4,41,1.707,5.252,43.144,2,30,10.387,18.092,41.527,2,71,Female,25 - 34,Professional degree,Employed full time,Married,43110,Suburban,Yes,Middle/Independent,White,"$30,000 - $39,999",Yes,Daily,Daily,Daily,Self/Spouse,3616270,
2018-04-09 05:12:31,2018-04-09 05:16:21,IP Address,86.168.119.92,100,229,True,2018-04-09 05:16:22,R_3UCIaIsRc9Bs46d,,,,,53.448196411133,-2.2256927490234,anonymous,EN,Yes,16.751,40.01,41.044,5,10,4.573,39.821,42.164,6,40,4.812,39.066,41.167,3,0,11.575,11.575,46.439,1,70,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,4 year degree,Employed part time,Never married,37355,Suburban,Yes,Left/Democrat,White,"Less than $10,000",No,Daily,Daily,Daily,Self/Spouse,586647,
2018-04-09 05:03:01,2018-04-09 05:16:28,IP Address,68.59.37.15,100,807,True,2018-04-09 05:16:29,R_T0YYWFd1LuXXffH,,,,,45.010192871094,-93.342796325684,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,154.048,290.832,292.377,7,84,1.263,272.933,274.233,5,84,1.737,59.287,61.617,5,87,2.193,73.225,74.302,5,97,Male,65 - 74,4 year degree,Retired,Married,55422,Suburban,Yes,Right/Republican,White,"$20,000 - $29,999",Yes,Daily,Daily,Daily,,9052120,
2018-04-09 05:11:53,2018-04-09 05:16:44,IP Address,71.84.129.96,100,290,True,2018-04-09 05:16:45,R_22VSPV7B1xhTZGY,,,,,41.673095703125,-123.94549560547,anonymous,EN,Yes,73.97,73.97,75.044,1,41,24.087,24.337,49.014,2,27,8.754,8.754,52.352,1,25,8.058,8.058,41.556,1,62,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,Some college,Employed part time,Never married,97415,Rural,Yes,Middle/Independent,White,"Less than $10,000",No,Daily,Daily,Daily,Self/Spouse,4352568,
2018-04-09 05:11:44,2018-04-09 05:16:55,IP Address,75.100.157.41,100,310,True,2018-04-09 05:16:55,R_2rkkJbvLW0zOww0,,,,,39.401596069336,-85.611198425293,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,0.121,41.296,42.326,25,79,1.973,34.668,46.725,7,27,1.288,39.445,44.452,12,3,1.392,45.638,47.413,11,85,Male,18 - 24,High school graduate,Employed part time,Never married,47234,Rural,Yes,Left/Democrat,White,"$20,000 - $29,999",No,Weekly,Daily,Daily,Self/Spouse,4553538,
2018-04-09 05:11:44,2018-04-09 05:17:06,IP Address,24.179.110.70,100,322,True,2018-04-09 05:17:06,R_tDK2vbtCjCoYuhH,,,,,44.745407104492,-73.462799072266,anonymous,EN,Yes,32.661,32.661,41.079,1,29,40.22,43.72,44.968,2,61,44.783,44.783,47.36,1,29,47.76,66.504,68.102,3,61,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,Some college,Employed full time,Divorced,12901,Rural,Yes,Left/Democrat,White,Rather not say,Yes,Daily,Daily,Weekly,Work,8205907,
2018-04-09 05:10:40,2018-04-09 05:17:45,IP Address,107.77.173.1,100,425,True,2018-04-09 05:17:46,R_R3oGV8lip18j9xT,,,,,37.751007080078,-97.821998596191,anonymous,EN,Yes,55.24,56.085,57.888,2,20,83.288,83.288,84.947,1,57,70.081,70.081,73.327,1,2,80.389,80.981,82.273,2,81,,,,,,,,,,,,,,,,,,,,,Male,55 - 64,High school graduate,Employed part time,Divorced,65803,Urban,Yes,Left/Democrat,White,"$10,000 - $19,999",Yes,Daily,Daily,Daily,Self/Spouse,3797278,
2018-04-09 05:10:22,2018-04-09 05:17:46,IP Address,174.229.132.49,100,444,True,2018-04-09 05:17:47,R_3J4yPaa5vmnm11Z,,,,,40.348999023438,-79.615196228027,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,61.078,61.078,62.379,1,34,79.819,79.819,80.804,1,62,105.454,105.454,106.42,1,35,89.572,89.572,90.59,1,66,Female,35 - 44,2 year degree,Unemployed not looking for work,Married,45651,Rural,No,Left/Democrat,White,"$60,000 - $69,999",Yes,Daily,I do not have internet at my house,I am currently not working,Self/Spouse,7613776,
2018-04-09 05:11:47,2018-04-09 05:17:49,IP Address,24.140.44.119,100,361,True,2018-04-09 05:17:49,R_30kKOVjj7PEkzWR,,,,,40.807693481445,-81.972999572754,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,1.335,50.983,52.098,12,90,1.194,58.949,59.825,8,100,1.173,50.126,50.946,8,0,1.595,52.706,53.712,8,100,Female,45 - 54,2 year degree,Employed full time,Divorced,44691,Rural,Yes,Left/Democrat,White,"$20,000 - $29,999",Yes,Daily,Daily,Daily,Self/Spouse,7617001,
2018-04-09 05:13:35,2018-04-09 05:18:05,IP Address,72.182.160.80,100,270,True,2018-04-09 05:18:05,R_1Qi7dweRbusayHv,,,,,32.660598754883,-97.02490234375,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,3.933,4.351,42.715,2,70,1.722,2.334,42.16,2,32,3.559,3.559,64.789,1,74,2.994,2.994,61.267,1,39,Male,25 - 34,2 year degree,Employed full time,Never married,75052,Urban,Yes,Right/Republican,White,"$10,000 - $19,999",No,Daily,Daily,Daily,Self/Spouse,9284932,
2018-04-09 05:10:03,2018-04-09 05:18:15,IP Address,72.84.151.147,100,491,True,2018-04-09 05:18:15,R_RRGJMvcFGRmej3b,,,,,38.350997924805,-75.54460144043,anonymous,EN,Yes,47.664,47.664,48.975,1,85,64.843,64.843,66.944,1,60,50.122,50.122,51.234,1,35,63.35,63.35,66.026,1,60,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,2 year degree,Employed part time,Married,21801,Suburban,Yes,Left/Democrat,White,"$20,000 - $29,999",No,Weekly,Daily,Weekly,Self/Spouse,7546826,
2018-04-09 05:13:57,2018-04-09 05:18:19,IP Address,216.164.252.114,100,261,True,2018-04-09 05:18:20,R_3qNXdsDAVbYTY0x,,,,,40.502502441406,-75.586799621582,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,1.773,35.281,41.073,12,72,1.624,33.411,42.571,9,45,1.678,35.33,43.192,10,79,33.356,63.31,65.458,5,65,Male,35 - 44,4 year degree,Employed full time,Married,18069,Suburban,Yes,Right/Republican,White,"$100,000 - $149,999",Yes,Daily,Daily,Daily,Self/Spouse,9083257,
2018-04-09 05:13:45,2018-04-09 05:18:33,IP Address,162.218.229.106,100,288,True,2018-04-09 05:18:34,R_2yaysWTL51Dff24,,,,,37.751007080078,-97.821998596191,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,15.853,15.853,53.151,1,77,74.666,74.666,75.634,1,43,40.795,40.795,41.79,1,36,41.569,41.569,43.598,1,63,Male,35 - 44,Professional degree,Employed full time,Never married,79407,Urban,Yes,Right/Republican,White,"$50,000 - $59,999",No,Daily,Daily,Daily,Self/Spouse,1210248,
2018-04-09 05:14:58,2018-04-09 05:18:56,IP Address,24.30.131.44,100,237,True,2018-04-09 05:18:56,R_1P14sBF1qncNpcY,,,,,33.715301513672,-116.23739624023,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,32.806,32.806,41.096,1,40,48.184,48.184,49.013,1,75,31.276,40.22,41.167,2,40,10.428,10.428,42.155,1,80,Female,25 - 34,4 year degree,Employed full time,Never married,92201,Suburban,Yes,Left/Democrat,White,"More than $150,000",No,Daily,Daily,Daily,Self/Spouse,639091,
2018-04-09 05:12:07,2018-04-09 05:19:06,IP Address,190.124.31.75,100,418,True,2018-04-09 05:19:06,R_2X1E4Y16lUbQQnC,,,,,9.9833068847656,-72.033302307129,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,1.365,32.417,51.746,7,76,9.249,13.82,47.753,4,72,0.797,10.911,44.052,5,66,29.447,34.551,54.936,7,83,Male,25 - 34,Professional degree,Employed full time,Married,33032,Suburban,Yes,Right/Republican,White,"$60,000 - $69,999",Yes,Weekly,Monthly,Daily,Other,5692209,
2018-04-09 05:14:29,2018-04-09 05:19:13,IP Address,97.70.134.192,100,283,True,2018-04-09 05:19:13,R_2Bqx0wpTgM2FZYR,,,,,42.464797973633,-83.403396606445,anonymous,EN,Yes,43.899,43.948,45.025,2,80,31.777,51.999,56.475,5,74,43.816,48.583,49.504,5,49,43.886,46.48,47.421,4,63,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,4 year degree,Unemployed not looking for work,Married,48375,Suburban,Yes,Left/Democrat,White,"$100,000 - $149,999",Yes,Daily,Daily,Never,Self/Spouse,746504,
2018-04-09 05:13:45,2018-04-09 05:19:19,IP Address,72.213.220.189,100,333,True,2018-04-09 05:19:20,R_3phT6nbCA9BxlMU,,,,,30.791397094727,-86.448501586914,anonymous,EN,Yes,22.112,40.372,44.903,2,50,57.93,57.93,59.084,1,68,36.689,36.689,42.423,1,39,56.408,56.408,58.053,1,66,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,2 year degree,Employed full time,Never married,32539,Suburban,Yes,Left/Democrat,White,"$20,000 - $29,999",No,Daily,Daily,Never,Self/Spouse,5919785,
2018-04-09 05:15:39,2018-04-09 05:19:52,IP Address,68.84.214.49,100,253,True,2018-04-09 05:19:52,R_1dt129HF7MihC2l,,,,,39.968307495117,-75.826698303223,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,20.656,32.852,41.452,4,83,46.755,48.138,48.85,2,60,10.898,10.898,41.25,1,78,16.831,23.698,62.194,4,70,Female,45 - 54,4 year degree,Employed full time,Married,19335,Suburban,Yes,Middle/Independent,White,"More than $150,000",No,Daily,Daily,Never,Self/Spouse,5854148,
2018-04-09 05:16:21,2018-04-09 05:20:38,IP Address,107.77.161.11,100,256,True,2018-04-09 05:20:38,R_2ZQfK1EiBjrI7vz,,,,,37.751007080078,-97.821998596191,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,1.233,31.047,42.087,19,82,4.198,9.648,41.829,5,25,1.821,7.011,41.832,4,41,1.636,10.67,41.091,6,61,Female,35 - 44,Some college,Employed full time,Divorced,49240,Urban,Yes,Right/Republican,White,"$20,000 - $29,999",Yes,Daily,Daily,Daily,Self/Spouse,195179,
2018-04-09 05:16:49,2018-04-09 05:21:00,IP Address,70.189.219.67,100,251,True,2018-04-09 05:21:01,R_1FEWxVBJDJczm5r,,,,,36.234893798828,-115.29049682617,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,31.923,35.7,50.035,3,6,2.056,33.898,43.451,6,15,2.543,5.703,42.034,3,0,7.625,10.417,41.543,3,5,Male,25 - 34,4 year degree,Employed full time,Married,89129,Suburban,Yes,Left/Democrat,White,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,8669077,
2018-04-09 05:18:13,2018-04-09 05:21:10,IP Address,108.52.204.129,100,176,True,2018-04-09 05:21:11,R_2fEb6qD1Sg3HrF1,,,,,39.919296264648,-75.418998718262,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09 05:01:11,2018-04-09 05:21:53,IP Address,76.18.231.211,100,1242,True,2018-04-09 05:21:54,R_3hGvy0T3iNujc5V,,,,,30.279296875,-81.585098266602,anonymous,EN,Yes,216.94,513.483,514.67,14,44,57.43,57.43,59.911,1,63,8.161,144.828,145.253,5,24,395.817,399.472,400,2,73,,,,,,,,,,,,,,,,,,,,,Male,35 - 44,2 year degree,Employed full time,Married,34983,Suburban,Yes,Left/Democrat,White,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,2927676,
2018-04-09 05:17:18,2018-04-09 05:22:08,IP Address,24.209.11.125,100,289,True,2018-04-09 05:22:08,R_2rPy80CpfZG6B56,,,,,39.884796142578,-84.332099914551,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,31.251,31.251,46.726,1,51,22.369,22.369,41.584,1,0,32.721,32.721,41.739,1,10,13.912,13.912,42.348,1,100,Female,65 - 74,Some college,Retired,Widowed,45415,Suburban,Yes,Left/Democrat,White,"$50,000 - $59,999",Yes,Daily,Daily,I am currently not working,Self/Spouse,513341,
2018-04-09 05:18:24,2018-04-09 05:22:31,IP Address,76.252.147.153,100,247,True,2018-04-09 05:22:32,R_2PnCsupiGHA7tvB,,,,,39.953704833984,-82.931701660156,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,35.256,39.818,42.1,3,85,38.849,38.849,41.164,1,70,51.325,51.325,52.052,1,80,36.346,36.346,41.93,1,70,Male,35 - 44,Some college,Employed full time,Divorced,43227,Urban,Yes,Middle/Independent,Black or African American,"$50,000 - $59,999",Yes,Daily,Daily,Daily,Other,5519206,
2018-04-09 05:17:31,2018-04-09 05:22:38,IP Address,68.70.176.230,100,307,True,2018-04-09 05:22:39,R_2PcHzKlJUWu5qPm,,,,,41.602401733398,-83.633697509766,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,76.76,77.166,77.59,2,65,30.181,30.181,44.343,1,60,24.095,24.095,44.972,1,50,21.652,21.652,71.256,1,55,Male,35 - 44,4 year degree,Employed full time,Married,43535,Rural,Yes,Middle/Independent,White,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,6087910,
2018-04-09 05:18:17,2018-04-09 05:22:41,IP Address,148.64.16.49,100,264,True,2018-04-09 05:22:42,R_2cCK7NN2PJvRs34,,,,,39.048095703125,-77.472801208496,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,28.032,35.657,42.341,3,75,32.987,32.987,56.183,1,35,9.161,9.161,41.222,1,10,19.909,19.909,62.375,1,74,Male,35 - 44,Professional degree,Employed full time,Married,28079,Suburban,Yes,Middle/Independent,White,"$100,000 - $149,999",Yes,Daily,Daily,Daily,Self/Spouse,5314564,
2018-04-09 05:18:54,2018-04-09 05:22:48,IP Address,70.164.254.34,100,233,True,2018-04-09 05:22:48,R_3MhS92NC9PcKAlY,,,,,38.914794921875,-77.488296508789,anonymous,EN,Yes,19.088,21.361,41.531,2,82,35.872,37.088,48.59,2,68,37.642,39.413,42.008,2,57,22.797,34.866,41.876,3,83,,,,,,,,,,,,,,,,,,,,,Male,35 - 44,Professional degree,Employed full time,Married,21409,Suburban,Yes,Right/Republican,White,"More than $150,000",Yes,Daily,Daily,Daily,Self/Spouse,871329,
2018-04-09 05:16:46,2018-04-09 05:22:51,IP Address,107.77.195.228,100,365,True,2018-04-09 05:22:51,R_11gSEmLrTRfVWyK,,,,,42.505294799805,-83.105201721191,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,6.166,29.792,109.54,7,60,2.7,43.071,43.872,14,40,0.686,28.542,44.828,15,80,1.077,21.878,50.323,10,70,Male,25 - 34,Professional degree,Employed full time,Married,48073,Suburban,Yes,Left/Democrat,White,"$100,000 - $149,999",Yes,Daily,Daily,Daily,Self/Spouse,4617421,
2018-04-09 05:19:35,2018-04-09 05:23:57,IP Address,66.55.50.184,100,262,True,2018-04-09 05:23:57,R_3JgaZ2kK00Xxvmu,,,,,33.521102905273,-86.848197937012,anonymous,EN,Yes,25.432,30.21,42.522,3,92,3.939,46.487,47.871,3,33,1.972,39.323,41.627,3,74,2.682,29.741,41.915,3,89,,,,,,,,,,,,,,,,,,,,,Female,55 - 64,Some college,Unemployed not looking for work,Married,36022,Suburban,Yes,Right/Republican,White,"Less than $10,000",Yes,Daily,Daily,I am currently not working,Self/Spouse,5772942,
2018-04-09 05:18:57,2018-04-09 05:24:13,IP Address,174.66.198.139,100,316,True,2018-04-09 05:24:14,R_24wqeDCaIlW82M4,,,,,41.469802856445,-81.849403381348,anonymous,EN,Yes,22.697,22.697,60.496,1,29,29.271,29.271,58.38,1,30,35.85,35.85,49.522,1,40,39.309,39.309,64.719,1,92,,,,,,,,,,,,,,,,,,,,,Male,55 - 64,4 year degree,Retired,Divorced,44116,Suburban,Yes,Left/Democrat,White,"$40,000 - $49,999",No,Daily,Daily,I am currently not working,Self/Spouse,1241822,
2018-04-09 05:16:52,2018-04-09 05:24:31,IP Address,93.102.49.205,100,458,True,2018-04-09 05:24:31,R_4IRVqr9qNgAu3El,,,,,38.713897705078,-9.139404296875,anonymous,EN,Yes,70.78,71.552,73.647,2,0,85.631,85.631,87.725,1,0,88.733,92.659,93.687,3,0,82.307,82.307,85.863,1,0,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,High school graduate,Employed full time,Married,37211,Urban,No,Middle/Independent,White,"$30,000 - $39,999",Yes,Daily,Daily,Never,Self/Spouse,8759282,
2018-04-09 05:16:09,2018-04-09 05:25:18,IP Address,104.129.194.195,100,548,True,2018-04-09 05:25:19,R_TnokTu0IK5Uo4b7,,,,,38.831802368164,-77.288803100586,anonymous,EN,Yes,2.226,2.226,118.207,1,30,7.268,13.266,46.581,4,35,28.216,290.484,290.89,5,25,12.942,38.969,41.176,16,70,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,4 year degree,Employed full time,Never married,15147,Suburban,Yes,Left/Democrat,White,"$40,000 - $49,999",No,Daily,Daily,Daily,Self/Spouse,804967,
2018-04-09 05:22:12,2018-04-09 05:26:16,IP Address,66.116.40.250,100,243,True,2018-04-09 05:26:16,R_2YlcdDXwCbXjk2T,,,,,39.488494873047,-88.359596252441,anonymous,EN,Yes,11.87,39.249,43.208,7,80,7.396,11.761,42.582,3,25,41.025,41.562,42.842,2,60,6.187,39.364,42.446,5,80,,,,,,,,,,,,,,,,,,,,,Male,35 - 44,Professional degree,Employed full time,Married,60452,Suburban,Yes,Left/Democrat,White,"$70,000 - $79,999",Yes,,Daily,Daily,Self/Spouse,8501451,
2018-04-09 05:18:41,2018-04-09 05:26:23,IP Address,174.193.141.132,100,461,True,2018-04-09 05:26:24,R_2b0MSxVvr6tUuvZ,,,,,35.419799804688,-80.674797058105,anonymous,EN,Yes,4.177,99.628,100.368,7,70,9.485,111.811,113.554,7,50,16.843,74.057,75.192,7,0,15.9,78.771,80.223,10,66,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,2 year degree,Employed full time,Never married,28205,Urban,Yes,Left/Democrat,White,"$30,000 - $39,999",Yes,Daily,Daily,Daily,Self/Spouse,5604626,
2018-04-09 05:22:09,2018-04-09 05:26:51,IP Address,74.104.131.189,100,281,True,2018-04-09 05:26:51,R_2b1xJYks9Cn5NDk,,,,,42.054306030273,-71.37149810791,anonymous,EN,Yes,5.013,44.563,45.517,9,40,28.29,46.292,48.259,5,33,82.398,83.482,87.442,2,12,10.716,32.485,41.529,3,44,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Never married,02093,Suburban,Yes,Right/Republican,White,"$50,000 - $59,999",No,Daily,Daily,Daily,Parents,1337416,
2018-04-09 05:20:56,2018-04-09 05:26:55,IP Address,24.166.218.11,100,358,True,2018-04-09 05:26:55,R_10wJhQDm3O9PnlE,,,,,39.764892578125,-84.078002929688,anonymous,EN,Yes,24.29,26.97,49.709,3,82,2.241,28.424,85.571,3,2,1.562,62.886,96.909,4,13,29.816,32.549,42.482,3,51,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,Professional degree,Employed full time,Divorced,45431,Suburban,Yes,Right/Republican,White,"$20,000 - $29,999",Yes,Daily,Daily,Daily,Self/Spouse,469919,
2018-04-09 05:23:18,2018-04-09 05:27:11,IP Address,107.178.45.134,100,233,True,2018-04-09 05:27:12,R_abKpuxfihkWMwFj,,,,,37.30419921875,-122.09460449219,anonymous,EN,Yes,23.813,28.363,41.774,2,71,28.171,35.277,41.266,3,82,8.712,8.712,42.143,1,38,6.58,43.588,45.569,2,64,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Never married,48377,Suburban,Yes,Right/Republican,White,"$70,000 - $79,999",No,Daily,Daily,Daily,Self/Spouse,3124055,
2018-04-09 05:22:47,2018-04-09 05:27:13,IP Address,70.44.65.21,100,266,True,2018-04-09 05:27:13,R_1gTkiv2qEQ7HKYg,,,,,40.799896240234,-75.733901977539,anonymous,EN,Yes,53.075,53.075,55.985,1,29,23.673,45.379,47.435,3,54,47.981,47.981,49.878,1,40,28.877,28.877,44.706,1,95,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,High school graduate,Employed full time,Married,18232,Suburban,Rather not say,Middle/Independent,White,"$20,000 - $29,999",Yes,Daily,Daily,Daily,Self/Spouse,4916237,
2018-04-09 05:22:07,2018-04-09 05:28:11,IP Address,108.39.39.71,100,363,True,2018-04-09 05:28:12,R_2rMK8xMToLVjkjA,,,,,36.846298217773,-76.097900390625,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,59.746,59.746,60.875,1,17,79.441,79.441,80.608,1,30,15.444,25.447,42.5,3,40,29.167,29.167,64.558,1,81,Male,25 - 34,2 year degree,Employed full time,Never married,23452,Suburban,Yes,Middle/Independent,American Indian or Alaska Native,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,2841528,
2018-04-09 05:23:08,2018-04-09 05:28:35,IP Address,173.71.213.44,100,327,True,2018-04-09 05:28:36,R_1GNO0csV9rrc44V,,,,,38.320495605469,-77.41130065918,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,53.383,57.988,59.012,4,85,1.787,34.298,42.012,3,41,27.617,29.252,43.559,3,16,68.06,68.06,69.093,1,99,Female,35 - 44,2 year degree,Employed part time,Married,22405,Suburban,Yes,Middle/Independent,White,"$30,000 - $39,999",Yes,Weekly,Daily,Weekly,Parents,4323369,
